column,dtype,used_by_any_model,models_using_column,decision,exclusion_reason,target_or_post_anomaly_pattern_flag,non_null_pct,unique_values
WCDMA - WCDMACellsTable(1) - RSCP,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(1) - RSCP After RAKE,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(1) - Set_Type,object,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(1) - UARFCN,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - RSCP_Strongest_Neighbor_2nd,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
LTE - SecondaryCell 1 - SCell1_CQI,float64,False,,NOT_USED,not selected for any model objective,False,70.63403436937776,15
LTE - SecondaryCell 1 - SCell1_CQI_CW0,float64,False,,NOT_USED,not selected for any model objective,False,70.63403436937776,15
LTE - SecondaryCell 1 - SCell1_TransMode,str,False,,NOT_USED,not selected for any model objective,False,71.20789130839383,4
WCDMA - WCDMACellsTable(0) - EcNo,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(0) - EcNo Before RAKE,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(0) - PSC,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(0) - RSCP,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(0) - RSCP After RAKE,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - WCDMACellsTable(0) - UARFCN,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
LTE - NeighborCells(3) - Band,float64,False,,NOT_USED,not selected for any model objective,False,64.39915627520317,4
LTE - NeighborCells(3) - EARFCN,float64,False,,NOT_USED,not selected for any model objective,False,64.39915627520317,8
LTE - NeighborCells(3) - Mod3,float64,False,,NOT_USED,not selected for any model objective,False,64.39915627520317,3
LTE - NeighborCells(3) - PCI,float64,False,,NOT_USED,not selected for any model objective,False,64.39915627520317,297
LTE - NeighborCells(3) - RSRP,float64,False,,NOT_USED,not selected for any model objective,False,64.39915627520317,11712
LTE - NeighborCells(3) - RSRQ,float64,False,,NOT_USED,not selected for any model objective,False,64.39915627520317,6397
WCDMA - Serving - RAI,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
LTE - SecondaryCell 1 Radio - SCell1_RSRQ,float64,False,,NOT_USED,not selected for any model objective,False,72.38972640982692,20409
WCDMA - Serving - LAC,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
LTE - SecondaryCell 1 Radio - SCell1_RSRP,float64,False,,NOT_USED,not selected for any model objective,False,72.41143991562751,22225
LTE - SecondaryCell 1 Radio - SCell1_RSSI,float64,False,,NOT_USED,not selected for any model objective,False,72.41143991562751,22186
LTE - SecondaryCell 1 Radio - SCell1_SINR,float64,False,,NOT_USED,not selected for any model objective,False,72.41143991562751,22481
LTE - SecondaryCell 1 Radio - SCell1_Frame_Timing_0,float64,False,,NOT_USED,not selected for any model objective,False,72.44245920962838,2238
LTE - SecondaryCell 1 Radio - SCell1_Frame_Timing_1,float64,False,,NOT_USED,not selected for any model objective,False,72.44245920962838,2238
WCDMA - DownlinkMeasurements - RSCP_Strongest_Neighbor_1st,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - RACHAICHStatus,object,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - RACHPreambleCount,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - RACHSubChannel,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - RACHTxPower,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - RACHPreambleOffset,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - RACHPreamblesCountMax,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - ServingCell - URA_Identity,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - UplinkMeasurements - Uu_UL_Interference,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - SIR,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - TxPowerCommandDL,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - TxPowerCommandUL,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - Serving - CI,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - Serving - LCI,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - Serving - RNCID,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - BLER_DL,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - TxPower,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - EcNo,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - EcNo Before RAKE,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - RSCP,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - RSCP After RAKE,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - DownlinkMeasurements - RSSI,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - ServingCell - PSC,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - ServingCell - UARFCN_DL,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
WCDMA - ServingCell - UARFCN_UL,float64,False,,NOT_USED,not selected for any model objective,False,0.0,0
LTE.RACH.RACH_Latency,float64,False,,NOT_USED,not selected for any model objective,False,67.64687635709411,26
LTE.RACH.RACH_Result,str,False,,NOT_USED,not selected for any model objective,False,67.66238600409454,4
LTE.RACH.RACH_Reason,str,False,,NOT_USED,not selected for any model objective,False,67.66238600409454,4
LTE - SecondaryCell 1 - SCell1_Rank1Usage,float64,False,,NOT_USED,not selected for any model objective,False,80.07320553384206,3742
LTE - SecondaryCell 1 - SCell1_Rank2Usage,float64,False,,NOT_USED,not selected for any model objective,False,80.07320553384206,3785
LTE - SecondaryCell 1 - SCell1_Rank3Usage,float64,False,,NOT_USED,not selected for any model objective,False,80.07320553384206,149
LTE - SecondaryCell 1 - SCell1_Rank4Usage,float64,False,,NOT_USED,not selected for any model objective,False,80.07320553384206,32
WCDMA - ServingCell - Active_set_num,float64,False,,NOT_USED,not selected for any model objective,False,1.4951299708418635,1
LTE - SecondaryCell 1 - SCell1_BandWidth_DL,float64,False,,NOT_USED,not selected for any model objective,False,73.10627210124697,2
LTE - SecondaryCell 1 - SCell1_Band,float64,False,,NOT_USED,not selected for any model objective,False,73.10937403064706,4
LTE - SecondaryCell 1 - SCell1_EARFCN_DL,float64,False,,NOT_USED,not selected for any model objective,False,73.10937403064706,8
LTE - SecondaryCell 1 - SCell1_PCI,float64,False,,NOT_USED,not selected for any model objective,False,73.10937403064706,183
Events.Tech,str,False,,NOT_USED,not selected for any model objective,False,41.21533593895403,49
Events.Timestamp,str,False,,NOT_USED,not selected for any model objective,False,41.21533593895403,13287
Events.category,str,False,,NOT_USED,not selected for any model objective,False,41.21533593895403,274
Events.titles,str,False,,NOT_USED,not selected for any model objective,False,41.21533593895403,2625
LTE - NeighborCells(2) - Band,float64,False,,NOT_USED,not selected for any model objective,False,78.01662634158446,4
LTE - NeighborCells(2) - EARFCN,float64,False,,NOT_USED,not selected for any model objective,False,78.01662634158446,8
LTE - NeighborCells(2) - Mod3,float64,False,,NOT_USED,not selected for any model objective,False,78.01662634158446,3
LTE - NeighborCells(2) - PCI,float64,False,,NOT_USED,not selected for any model objective,False,78.01662634158446,280
LTE - NeighborCells(2) - RSRP,float64,False,,NOT_USED,not selected for any model objective,False,78.01662634158446,13186
LTE - NeighborCells(2) - RSRQ,float64,False,,NOT_USED,not selected for any model objective,False,78.01662634158446,7191
LTE - SecondaryCell 1 Radio - SCell1_eNBTxDifference,float64,False,,NOT_USED,not selected for any model objective,False,90.79347354054221,21768
LTE - PrimaryCell - PCell_CQI_CW1,float64,False,,NOT_USED,not selected for any model objective,False,90.08002977852225,15
LTE - NeighborCells(1) - Band,float64,False,,NOT_USED,not selected for any model objective,False,93.61933122402134,4
LTE - NeighborCells(1) - EARFCN,float64,False,,NOT_USED,not selected for any model objective,False,93.61933122402134,8
LTE - NeighborCells(1) - Mod3,float64,False,,NOT_USED,not selected for any model objective,False,93.61933122402134,3
LTE - NeighborCells(1) - PCI,float64,False,,NOT_USED,not selected for any model objective,False,93.61933122402134,249
LTE - NeighborCells(1) - RSRP,float64,False,,NOT_USED,not selected for any model objective,False,93.61933122402134,14788
LTE - NeighborCells(1) - RSRQ,float64,False,,NOT_USED,not selected for any model objective,False,93.61933122402134,8273
LTE - PrimaryCell - PCell_MCS_CW1,float64,False,,NOT_USED,not selected for any model objective,False,99.15937713257647,32
LTE - PrimaryCell - PCell_Modulation_CW1,str,False,,NOT_USED,not selected for any model objective,False,99.15937713257647,4
LTE - PrimaryCell - PCell_Rank1Usage,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,5239
LTE - PrimaryCell - PCell_Rank2Usage,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,5322
LTE - PrimaryCell - PCell_Rank3Usage,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,192
LTE - PrimaryCell - PCell_Rank4Usage,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,54
LTE - PrimaryCell - PCell_RxAntNum,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,3
LTE - PrimaryCell - PCell_SpatialRank,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,4
LTE - PrimaryCell - PCell_TxAntNum,float64,False,,NOT_USED,not selected for any model objective,False,99.6246665425895,2
LTE.LTE_UL_CA_PCell.LTE_Power_Tx_PUSCH_PCell,float64,False,,NOT_USED,not selected for any model objective,False,99.45095849618463,27498
LTE.LTE_Data_KPI.Agg_Throughput_UL,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,99.47577393138532,31020
LTE.UplinkMeasurements.PUSCH_Throughput,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,99.47577393138532,31020
LTE - PrimaryCell - PCell_BandWidth_UL,float64,False,,NOT_USED,not selected for any model objective,False,99.50989515478628,2
LTE - PrimaryCell - PCell_EARFCN_UL,float64,False,,NOT_USED,not selected for any model objective,False,99.50989515478628,11
LTE - PrimaryCell - PCell_CQI,float64,False,,NOT_USED,not selected for any model objective,False,99.66499162479062,15
LTE - PrimaryCell - PCell_CQI_CW0,float64,False,,NOT_USED,not selected for any model objective,False,99.66499162479062,15
LTE - PrimaryCell - PCell_TransMode,str,False,,NOT_USED,not selected for any model objective,False,99.66499162479062,5
LTE - NeighborCells(0) - Band,float64,False,,NOT_USED,not selected for any model objective,False,99.82008809479497,4
LTE - NeighborCells(0) - EARFCN,float64,False,,NOT_USED,not selected for any model objective,False,99.82008809479497,8
LTE - NeighborCells(0) - Mod3,float64,False,,NOT_USED,not selected for any model objective,False,99.82008809479497,3
LTE - NeighborCells(0) - PCI,float64,False,,NOT_USED,not selected for any model objective,False,99.82008809479497,225
LTE - NeighborCells(0) - RSRP,float64,False,,NOT_USED,not selected for any model objective,False,99.82008809479497,14792
LTE - NeighborCells(0) - RSRQ,float64,False,,NOT_USED,not selected for any model objective,False,99.82008809479497,8392
LTE - PrimaryCell - PCell_1024QAMUsage,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,1
LTE - PrimaryCell - PCell_16QAMUsage,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,23322
LTE - PrimaryCell - PCell_256QAMUsage,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,762
LTE - PrimaryCell - PCell_64QAMUsage,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,22775
LTE - PrimaryCell - PCell_BLER,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,23189
LTE - PrimaryCell - PCell_LayerNum,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,4
LTE - PrimaryCell - PCell_MCS_CW0,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,29
LTE - PrimaryCell - PCell_Modulation_CW0,str,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,4
LTE - PrimaryCell - PCell_QPSKUsage,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,17077
LTE - PrimaryCell - PCell_ResourceBlockNum,float64,False,,NOT_USED,not selected for any model objective,False,99.99689807059991,98
LTE - PrimaryCell - PCell_Throughput,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,99.99689807059991,31990
LTE - PrimaryCell - PCell_ThroughputStream0,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,99.99689807059991,31940
LTE - PrimaryCell - PCell_ThroughputStream1,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,99.99689807059991,27765
LTE - PrimaryCell - PCell_ThroughputStreamAll,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,99.99689807059991,31990
LTE.DownlinkMeasurements.Throughput_DL,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,32148
LTE.LTE_Data_KPI.Agg_Throughput_DL,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,32148
LTE - PrimaryCell - PCell_BandWidth_DL,float64,False,,NOT_USED,not selected for any model objective,False,99.99379614119984,2
LTE - Serving - BandWidth_DL,float64,False,,NOT_USED,not selected for any model objective,False,99.99379614119984,2
LTE.LTE_Data_KPI.Agg_Bandwidth_DL,float64,False,,NOT_USED,not selected for any model objective,False,99.99379614119984,6
LTE - PrimaryCell - PCell_Band,float64,False,,NOT_USED,not selected for any model objective,False,100.0,4
LTE - PrimaryCell - PCell_EARFCN_DL,float64,False,,NOT_USED,not selected for any model objective,False,100.0,8
LTE - PrimaryCell - PCell_PCI,float64,False,,NOT_USED,not selected for any model objective,False,100.0,186
LTE - PrimaryCell Radio - PCell_RSRQ,float64,False,,NOT_USED,not selected for any model objective,False,100.0,28612
LTE - PrimaryCell Radio - PCell_RSSI,float64,False,,NOT_USED,not selected for any model objective,False,100.0,31307
LTE - PrimaryCell Radio - PCell_SINR,float64,False,,NOT_USED,not selected for any model objective,False,100.0,31730
LTE - PrimaryCell Radio - RSRP,float64,False,,NOT_USED,not selected for any model objective,False,100.0,31592
LTE - Serving - Band,float64,False,,NOT_USED,not selected for any model objective,False,100.0,4
LTE - Serving - EARFCN_DL,float64,False,,NOT_USED,not selected for any model objective,False,100.0,8
LTE - Serving - PCI,float64,False,,NOT_USED,not selected for any model objective,False,100.0,186
LTE.DedicatedRadioLink.CarrierCount,float64,False,,NOT_USED,not selected for any model objective,False,100.0,3
LTE - Serving - ECI,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,627
LTE - Serving - EnodeBID,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,57
LTE - Serving - LCI,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,48
LTE - Serving - MCC,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,1
LTE - Serving - MNC,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,1
LTE - Serving - TAC,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,2
LTE.LTE_Data_KPI.Agg_RB_DL,float64,False,,NOT_USED,not selected for any model objective,False,100.0,286
LTE.LTE_Data_KPI.Agg_RB_UL,float64,False,,NOT_USED,not selected for any model objective,False,100.0,159
Location - Accuracy,float64,False,,NOT_USED,not selected for any model objective,False,100.0,13408
Location - Altitude,float64,False,,NOT_USED,not selected for any model objective,False,100.0,17193
Location - Latitude,float64,False,,NOT_USED,not selected for any model objective,False,100.0,27587
Location - Longitude,float64,False,,NOT_USED,not selected for any model objective,False,100.0,27548
Location - Speed,float64,False,,NOT_USED,not selected for any model objective,False,100.0,18415
id,str,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,271
imsi,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
timestamp,"datetime64[ns, UTC+02:00]",False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,32238
id_imsi,str,False,,NOT_USED,not selected for any model objective,False,100.0,1
id_session_time_raw,str,False,,NOT_USED,not selected for any model objective,False,100.0,269
id_route_test_label,str,False,,NOT_USED,not selected for any model objective,False,100.0,2
id_log_time_raw,str,False,,NOT_USED,not selected for any model objective,False,100.0,271
id_session_time,datetime64[us],False,,NOT_USED,not selected for any model objective,False,100.0,269
id_log_time,datetime64[us],False,,NOT_USED,not selected for any model objective,False,100.0,271
id_location_label,str,False,,NOT_USED,not selected for any model objective,False,100.0,2
id_test_type,str,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
date,object,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,4
hour,int32,False,,NOT_USED,not selected for any model objective,False,100.0,8
minute,int32,False,,NOT_USED,not selected for any model objective,False,100.0,60
sample_gap_seconds,float64,False,,NOT_USED,not selected for any model objective,False,99.52230287238663,1
session_elapsed_seconds,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,125
Activity.Start TimeStamp_parsed,"datetime64[us, UTC+02:00]",False,,NOT_USED,not selected for any model objective,False,0.5924685154165891,187
Activity.End TimeStamp_parsed,"datetime64[us, UTC+02:00]",False,,NOT_USED,not selected for any model objective,False,0.5924685154165891,191
activity_duration_seconds_from_timestamps,float64,False,,NOT_USED,not selected for any model objective,False,0.5924685154165891,73
has_valid_location,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
prev_lat,float64,False,,NOT_USED,not selected for any model objective,False,99.52230287238663,27465
prev_lon,float64,False,,NOT_USED,not selected for any model objective,False,99.52230287238663,27422
distance_from_prev_m,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.52230287238663,27801
latitude,float64,False,,NOT_USED,not selected for any model objective,False,100.0,27587
longitude,float64,False,,NOT_USED,not selected for any model objective,False,100.0,27548
speed,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,18415
location_accuracy,float64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,13408
altitude,float64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,17193
actual_lte_dl_throughput,float64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,32148
serving_pci,float64,True,cell_aware,USED,objective-safe curated feature,False,100.0,186
serving_earfcn,float64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,8
serving_band,float64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,4
serving_eci,float64,True,cell_aware,USED,objective-safe curated feature,False,99.81698616539487,627
serving_enodebid,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,57
serving_lci,float64,False,,NOT_USED,not selected for any model objective,False,99.81698616539487,48
lte_rsrp,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,31592
lte_rsrq,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,28612
lte_sinr,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,31730
lte_rssi,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,31307
lte_cqi,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.66499162479062,15
lte_mcs,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.99689807059991,29
