view,column,kept_for_ml,reason,dtype,non_null_pct,unique_values
capability,lte_rsrq,True,kept,float64,100.0,412
capability,lte_sinr,True,kept,float64,100.0,412
capability,lte_rssi,True,kept,float64,100.0,412
capability,carrier_count,True,kept,float64,100.0,412
capability,lte_agg_bandwidth_dl,True,kept,float64,100.0,412
capability,lte_bandwidth_dl,True,kept,float64,100.0,412
capability,scell1_rsrp,True,kept,float64,38.83495145631068,160
capability,scell1_rsrq,True,kept,float64,38.83495145631068,160
capability,scell1_sinr,True,kept,float64,38.83495145631068,160
capability,neighbor_count,False,constant or single-value feature,int64,100.0,1
capability,best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
capability,strong_neighbor_count,False,constant or single-value feature,int64,100.0,1
capability,serving_minus_best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
capability,neighbor_pci_count,False,constant or single-value feature,int64,100.0,1
capability,ml_log1p_measurement_report_event_count_prev5s,False,constant or single-value feature,float64,100.0,1
capability,ml_log1p_handover_execution_count_prev5s,False,constant or single-value feature,float64,100.0,1
capability,ml_log1p_handover_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability,ml_log1p_rach_attempt_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability,ml_log1p_rach_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability,ml_log1p_ca_activation_change_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability,ml_log1p_failure_other_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability,near_measurement_report_event_prev_flag,False,constant or single-value feature,bool,100.0,1
capability,near_handover_execution_prev_flag,False,constant or single-value feature,bool,100.0,1
capability,near_handover_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
capability,near_rach_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
capability,near_ca_activation_change_prev_flag,False,constant or single-value feature,bool,100.0,1
capability,near_failure_other_prev_flag,False,constant or single-value feature,bool,100.0,1
capability,download_activity_window_raw_flag,True,kept,bool,100.0,2
capability,download_analysis_window_flag,True,kept,bool,100.0,2
capability,inactive_download_context_flag,True,kept,bool,100.0,2
capability,ca_active_flag,False,missing,missing,,0
capability,serving_earfcn,True,kept,float64,100.0,412
capability,serving_band,True,kept,float64,100.0,412
capability,id_test_type,False,constant or single-value feature,str,100.0,1
capability,download_context_label,True,kept,str,100.0,3
capability,ca_condition_label,False,constant or single-value feature,str,100.0,1
resource,ml_hour_sin,False,constant or single-value feature,float64,100.0,1
resource,ml_hour_cos,False,constant or single-value feature,float64,100.0,1
resource,session_elapsed_seconds,True,kept,float64,100.0,124
resource,speed,True,kept,float64,100.0,412
resource,location_accuracy,True,kept,float64,100.0,412
resource,altitude,True,kept,float64,100.0,412
resource,distance_from_prev_m,True,kept,float64,99.27184466019418,409
resource,lte_rsrp,True,kept,float64,100.0,412
resource,lte_rsrq,True,kept,float64,100.0,412
resource,lte_sinr,True,kept,float64,100.0,412
resource,lte_rssi,True,kept,float64,100.0,412
resource,carrier_count,True,kept,float64,100.0,412
resource,lte_agg_bandwidth_dl,True,kept,float64,100.0,412
resource,lte_bandwidth_dl,True,kept,float64,100.0,412
resource,scell1_rsrp,True,kept,float64,38.83495145631068,160
resource,scell1_rsrq,True,kept,float64,38.83495145631068,160
resource,scell1_sinr,True,kept,float64,38.83495145631068,160
resource,neighbor_count,False,constant or single-value feature,int64,100.0,1
resource,best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
resource,strong_neighbor_count,False,constant or single-value feature,int64,100.0,1
resource,serving_minus_best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
resource,neighbor_pci_count,False,constant or single-value feature,int64,100.0,1
resource,ml_log1p_measurement_report_event_count_prev5s,False,constant or single-value feature,float64,100.0,1
resource,ml_log1p_handover_execution_count_prev5s,False,constant or single-value feature,float64,100.0,1
resource,ml_log1p_handover_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
resource,ml_log1p_rach_attempt_count_prev10s,False,constant or single-value feature,float64,100.0,1
resource,ml_log1p_rach_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
resource,ml_log1p_ca_activation_change_count_prev10s,False,constant or single-value feature,float64,100.0,1
resource,ml_log1p_failure_other_count_prev10s,False,constant or single-value feature,float64,100.0,1
resource,lte_cqi,True,kept,float64,99.51456310679612,410
resource,lte_mcs,True,kept,float64,100.0,412
resource,lte_bler,True,kept,float64,100.0,412
resource,lte_rank,True,kept,float64,99.51456310679612,410
resource,lte_rb_count,True,kept,float64,100.0,412
resource,lte_agg_rb_dl,True,kept,float64,100.0,412
resource,rb_usage_value,True,kept,float64,100.0,412
resource,rb_utilization_pct_clipped,True,kept,float64,100.0,412
resource,estimated_available_rb,True,kept,float64,100.0,227
resource,scell1_cqi,True,kept,float64,38.83495145631068,160
resource,scell1_mcs,True,kept,float64,38.349514563106794,158
resource,scell1_bler,True,kept,float64,38.349514563106794,158
resource,scell1_rank,False,missing,missing,,0
resource,scell1_rb_count,True,kept,float64,38.349514563106794,158
resource,near_measurement_report_event_prev_flag,False,constant or single-value feature,bool,100.0,1
resource,near_handover_execution_prev_flag,False,constant or single-value feature,bool,100.0,1
resource,near_handover_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
resource,near_rach_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
resource,near_ca_activation_change_prev_flag,False,constant or single-value feature,bool,100.0,1
resource,near_failure_other_prev_flag,False,constant or single-value feature,bool,100.0,1
resource,download_activity_window_raw_flag,True,kept,bool,100.0,2
resource,download_analysis_window_flag,True,kept,bool,100.0,2
resource,inactive_download_context_flag,True,kept,bool,100.0,2
resource,ca_active_flag,False,missing,missing,,0
resource,rb_low_usage_flag,True,kept,bool,100.0,2
resource,rb_medium_or_high_usage_flag,True,kept,bool,100.0,2
resource,rb_high_usage_flag,True,kept,bool,100.0,2
resource,serving_earfcn,True,kept,float64,100.0,412
resource,serving_band,True,kept,float64,100.0,412
resource,id_test_type,False,constant or single-value feature,str,100.0,1
resource,download_context_label,True,kept,str,100.0,3
resource,ca_condition_label,False,constant or single-value feature,str,100.0,1
resource,rb_usage_bucket,True,kept,str,100.0,4
resource,rb_demand_confidence_ml,True,kept,str,100.0,4
resource,rb_capacity_estimation_method,True,kept,str,100.0,3
capability_augmented,ml_hour_sin,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_hour_cos,False,constant or single-value feature,float64,100.0,1
capability_augmented,session_elapsed_seconds,True,kept,float64,100.0,124
capability_augmented,speed,True,kept,float64,100.0,412
capability_augmented,location_accuracy,True,kept,float64,100.0,412
capability_augmented,altitude,True,kept,float64,100.0,412
capability_augmented,distance_from_prev_m,True,kept,float64,99.27184466019418,409
capability_augmented,lte_rsrp,True,kept,float64,100.0,412
capability_augmented,lte_rsrq,True,kept,float64,100.0,412
capability_augmented,lte_sinr,True,kept,float64,100.0,412
capability_augmented,lte_rssi,True,kept,float64,100.0,412
capability_augmented,carrier_count,True,kept,float64,100.0,412
capability_augmented,lte_agg_bandwidth_dl,True,kept,float64,100.0,412
capability_augmented,lte_bandwidth_dl,True,kept,float64,100.0,412
capability_augmented,scell1_rsrp,True,kept,float64,38.83495145631068,160
capability_augmented,scell1_rsrq,True,kept,float64,38.83495145631068,160
capability_augmented,scell1_sinr,True,kept,float64,38.83495145631068,160
capability_augmented,neighbor_count,False,constant or single-value feature,int64,100.0,1
capability_augmented,best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
capability_augmented,strong_neighbor_count,False,constant or single-value feature,int64,100.0,1
capability_augmented,serving_minus_best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
capability_augmented,neighbor_pci_count,False,constant or single-value feature,int64,100.0,1
capability_augmented,ml_log1p_measurement_report_event_count_prev5s,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_log1p_handover_execution_count_prev5s,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_log1p_handover_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_log1p_rach_attempt_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_log1p_rach_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_log1p_ca_activation_change_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability_augmented,ml_log1p_failure_other_count_prev10s,False,constant or single-value feature,float64,100.0,1
capability_augmented,near_measurement_report_event_prev_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,near_handover_execution_prev_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,near_handover_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,near_rach_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,near_ca_activation_change_prev_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,near_failure_other_prev_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,download_activity_window_raw_flag,True,kept,bool,100.0,2
capability_augmented,download_analysis_window_flag,True,kept,bool,100.0,2
capability_augmented,inactive_download_context_flag,True,kept,bool,100.0,2
capability_augmented,ca_active_flag,False,missing,missing,,0
capability_augmented,poor_rsrp_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,poor_rsrq_flag,False,constant or single-value feature,bool,100.0,1
capability_augmented,poor_sinr_flag,True,kept,bool,100.0,2
capability_augmented,high_bler_flag,True,kept,bool,100.0,2
capability_augmented,low_cqi_flag,True,kept,bool,100.0,2
capability_augmented,low_rb_allocation_flag,True,kept,bool,100.0,2
capability_augmented,serving_earfcn,True,kept,float64,100.0,412
capability_augmented,serving_band,True,kept,float64,100.0,412
capability_augmented,id_test_type,False,constant or single-value feature,str,100.0,1
capability_augmented,download_context_label,True,kept,str,100.0,3
capability_augmented,ca_condition_label,False,constant or single-value feature,str,100.0,1
capability_augmented,rsrp_bin,True,kept,str,100.0,2
capability_augmented,rsrq_bin,True,kept,str,100.0,2
capability_augmented,sinr_bin,True,kept,str,100.0,4
cell_aware,ml_hour_sin,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_hour_cos,False,constant or single-value feature,float64,100.0,1
cell_aware,session_elapsed_seconds,True,kept,float64,100.0,124
cell_aware,speed,True,kept,float64,100.0,412
cell_aware,location_accuracy,True,kept,float64,100.0,412
cell_aware,altitude,True,kept,float64,100.0,412
cell_aware,distance_from_prev_m,True,kept,float64,99.27184466019418,409
cell_aware,lte_rsrp,True,kept,float64,100.0,412
cell_aware,lte_rsrq,True,kept,float64,100.0,412
cell_aware,lte_sinr,True,kept,float64,100.0,412
cell_aware,lte_rssi,True,kept,float64,100.0,412
cell_aware,carrier_count,True,kept,float64,100.0,412
cell_aware,lte_agg_bandwidth_dl,True,kept,float64,100.0,412
cell_aware,lte_bandwidth_dl,True,kept,float64,100.0,412
cell_aware,scell1_rsrp,True,kept,float64,38.83495145631068,160
cell_aware,scell1_rsrq,True,kept,float64,38.83495145631068,160
cell_aware,scell1_sinr,True,kept,float64,38.83495145631068,160
cell_aware,neighbor_count,False,constant or single-value feature,int64,100.0,1
cell_aware,best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
cell_aware,strong_neighbor_count,False,constant or single-value feature,int64,100.0,1
cell_aware,serving_minus_best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
cell_aware,neighbor_pci_count,False,constant or single-value feature,int64,100.0,1
cell_aware,ml_log1p_measurement_report_event_count_prev5s,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_log1p_handover_execution_count_prev5s,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_log1p_handover_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_log1p_rach_attempt_count_prev10s,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_log1p_rach_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_log1p_ca_activation_change_count_prev10s,False,constant or single-value feature,float64,100.0,1
cell_aware,ml_log1p_failure_other_count_prev10s,False,constant or single-value feature,float64,100.0,1
cell_aware,near_measurement_report_event_prev_flag,False,constant or single-value feature,bool,100.0,1
cell_aware,near_handover_execution_prev_flag,False,constant or single-value feature,bool,100.0,1
cell_aware,near_handover_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
cell_aware,near_rach_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
cell_aware,near_ca_activation_change_prev_flag,False,constant or single-value feature,bool,100.0,1
cell_aware,near_failure_other_prev_flag,False,constant or single-value feature,bool,100.0,1
cell_aware,download_activity_window_raw_flag,True,kept,bool,100.0,2
cell_aware,download_analysis_window_flag,True,kept,bool,100.0,2
cell_aware,inactive_download_context_flag,True,kept,bool,100.0,2
cell_aware,ca_active_flag,False,missing,missing,,0
cell_aware,serving_earfcn,True,kept,float64,100.0,412
cell_aware,serving_band,True,kept,float64,100.0,412
cell_aware,id_test_type,False,constant or single-value feature,str,100.0,1
cell_aware,download_context_label,True,kept,str,100.0,3
cell_aware,ca_condition_label,False,constant or single-value feature,str,100.0,1
cell_aware,serving_pci,True,kept,float64,100.0,412
cell_aware,serving_eci,True,kept,float64,99.75728155339806,411
temporal_lag,ml_hour_sin,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_hour_cos,False,constant or single-value feature,float64,100.0,1
temporal_lag,session_elapsed_seconds,True,kept,float64,100.0,124
temporal_lag,speed,True,kept,float64,100.0,412
temporal_lag,location_accuracy,True,kept,float64,100.0,412
temporal_lag,altitude,True,kept,float64,100.0,412
temporal_lag,distance_from_prev_m,True,kept,float64,99.27184466019418,409
temporal_lag,lte_rsrp,True,kept,float64,100.0,412
temporal_lag,lte_rsrq,True,kept,float64,100.0,412
temporal_lag,lte_sinr,True,kept,float64,100.0,412
temporal_lag,lte_rssi,True,kept,float64,100.0,412
temporal_lag,carrier_count,True,kept,float64,100.0,412
temporal_lag,lte_agg_bandwidth_dl,True,kept,float64,100.0,412
temporal_lag,lte_bandwidth_dl,True,kept,float64,100.0,412
temporal_lag,scell1_rsrp,True,kept,float64,38.83495145631068,160
temporal_lag,scell1_rsrq,True,kept,float64,38.83495145631068,160
temporal_lag,scell1_sinr,True,kept,float64,38.83495145631068,160
temporal_lag,neighbor_count,False,constant or single-value feature,int64,100.0,1
temporal_lag,best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
temporal_lag,strong_neighbor_count,False,constant or single-value feature,int64,100.0,1
temporal_lag,serving_minus_best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
temporal_lag,neighbor_pci_count,False,constant or single-value feature,int64,100.0,1
temporal_lag,ml_log1p_measurement_report_event_count_prev5s,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_log1p_handover_execution_count_prev5s,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_log1p_handover_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_log1p_rach_attempt_count_prev10s,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_log1p_rach_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_log1p_ca_activation_change_count_prev10s,False,constant or single-value feature,float64,100.0,1
temporal_lag,ml_log1p_failure_other_count_prev10s,False,constant or single-value feature,float64,100.0,1
temporal_lag,lte_cqi,True,kept,float64,99.51456310679612,410
temporal_lag,lte_mcs,True,kept,float64,100.0,412
temporal_lag,lte_bler,True,kept,float64,100.0,412
temporal_lag,lte_rank,True,kept,float64,99.51456310679612,410
temporal_lag,lte_rb_count,True,kept,float64,100.0,412
temporal_lag,lte_agg_rb_dl,True,kept,float64,100.0,412
temporal_lag,rb_usage_value,True,kept,float64,100.0,412
temporal_lag,rb_utilization_pct_clipped,True,kept,float64,100.0,412
temporal_lag,estimated_available_rb,True,kept,float64,100.0,227
temporal_lag,scell1_cqi,True,kept,float64,38.83495145631068,160
temporal_lag,scell1_mcs,True,kept,float64,38.349514563106794,158
temporal_lag,scell1_bler,True,kept,float64,38.349514563106794,158
temporal_lag,scell1_rank,False,missing,missing,,0
temporal_lag,scell1_rb_count,True,kept,float64,38.349514563106794,158
temporal_lag,near_measurement_report_event_prev_flag,False,constant or single-value feature,bool,100.0,1
temporal_lag,near_handover_execution_prev_flag,False,constant or single-value feature,bool,100.0,1
temporal_lag,near_handover_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
temporal_lag,near_rach_failure_prev_flag,False,constant or single-value feature,bool,100.0,1
temporal_lag,near_ca_activation_change_prev_flag,False,constant or single-value feature,bool,100.0,1
temporal_lag,near_failure_other_prev_flag,False,constant or single-value feature,bool,100.0,1
temporal_lag,download_activity_window_raw_flag,True,kept,bool,100.0,2
temporal_lag,download_analysis_window_flag,True,kept,bool,100.0,2
temporal_lag,inactive_download_context_flag,True,kept,bool,100.0,2
temporal_lag,ca_active_flag,False,missing,missing,,0
temporal_lag,rb_low_usage_flag,True,kept,bool,100.0,2
temporal_lag,rb_medium_or_high_usage_flag,True,kept,bool,100.0,2
temporal_lag,rb_high_usage_flag,True,kept,bool,100.0,2
temporal_lag,ml_tp_log_lag_1,True,kept,float64,99.02912621359224,408
temporal_lag,ml_tp_log_lag_2,True,kept,float64,98.05825242718447,404
temporal_lag,ml_tp_log_lag_3,True,kept,float64,97.0873786407767,400
temporal_lag,ml_tp_log_lag_5,True,kept,float64,95.14563106796116,392
temporal_lag,ml_tp_log_lag_10,True,kept,float64,90.29126213592234,372
temporal_lag,ml_tp_log_past_median_5,True,kept,float64,98.05825242718447,224
temporal_lag,ml_tp_log_past_mean_10,True,kept,float64,97.0873786407767,400
temporal_lag,ml_tp_log_past_slope_5,True,kept,float64,95.14563106796116,392
temporal_lag,ml_rsrp_lag_1,True,kept,float64,99.02912621359224,408
temporal_lag,ml_rsrp_past_mean_5,True,kept,float64,98.05825242718447,404
temporal_lag,ml_sinr_lag_1,True,kept,float64,99.02912621359224,408
temporal_lag,ml_sinr_past_mean_5,True,kept,float64,98.05825242718447,404
temporal_lag,ml_rb_lag_1,True,kept,float64,99.02912621359224,408
temporal_lag,ml_rb_past_mean_5,True,kept,float64,98.05825242718447,404
temporal_lag,ml_bler_lag_1,True,kept,float64,99.02912621359224,408
temporal_lag,ml_bler_past_mean_5,True,kept,float64,98.05825242718447,404
temporal_lag,ml_cqi_lag_1,True,kept,float64,98.54368932038835,406
temporal_lag,ml_cqi_past_mean_5,True,kept,float64,97.57281553398059,402
temporal_lag,ml_temporal_history_count,True,kept,int64,100.0,21
temporal_lag,serving_earfcn,True,kept,float64,100.0,412
temporal_lag,serving_band,True,kept,float64,100.0,412
temporal_lag,id_test_type,False,constant or single-value feature,str,100.0,1
temporal_lag,download_context_label,True,kept,str,100.0,3
temporal_lag,ca_condition_label,False,constant or single-value feature,str,100.0,1
temporal_lag,rb_usage_bucket,True,kept,str,100.0,4
temporal_lag,rb_demand_confidence_ml,True,kept,str,100.0,4
temporal_lag,rb_capacity_estimation_method,True,kept,str,100.0,3
lstm_temporal,ml_hour_sin,False,constant or single-value feature,float64,100.0,1
lstm_temporal,ml_hour_cos,False,constant or single-value feature,float64,100.0,1
lstm_temporal,session_elapsed_seconds,True,kept,float64,100.0,124
lstm_temporal,speed,True,kept,float64,100.0,412
lstm_temporal,distance_from_prev_m,True,kept,float64,99.27184466019418,409
lstm_temporal,lte_rsrp,True,kept,float64,100.0,412
lstm_temporal,lte_rsrq,True,kept,float64,100.0,412
lstm_temporal,lte_sinr,True,kept,float64,100.0,412
lstm_temporal,lte_rssi,True,kept,float64,100.0,412
lstm_temporal,lte_cqi,True,kept,float64,99.51456310679612,410
lstm_temporal,lte_mcs,True,kept,float64,100.0,412
lstm_temporal,lte_bler,True,kept,float64,100.0,412
lstm_temporal,lte_rank,True,kept,float64,99.51456310679612,410
lstm_temporal,lte_rb_count,True,kept,float64,100.0,412
lstm_temporal,lte_agg_rb_dl,True,kept,float64,100.0,412
lstm_temporal,rb_usage_value,True,kept,float64,100.0,412
lstm_temporal,rb_utilization_pct_clipped,True,kept,float64,100.0,412
lstm_temporal,carrier_count,True,kept,float64,100.0,412
lstm_temporal,lte_agg_bandwidth_dl,True,kept,float64,100.0,412
lstm_temporal,lte_bandwidth_dl,True,kept,float64,100.0,412
lstm_temporal,scell1_rsrp,True,kept,float64,38.83495145631068,160
lstm_temporal,scell1_rsrq,True,kept,float64,38.83495145631068,160
lstm_temporal,scell1_sinr,True,kept,float64,38.83495145631068,160
lstm_temporal,scell1_cqi,True,kept,float64,38.83495145631068,160
lstm_temporal,scell1_mcs,True,kept,float64,38.349514563106794,158
lstm_temporal,scell1_bler,True,kept,float64,38.349514563106794,158
lstm_temporal,scell1_rank,False,missing,missing,,0
lstm_temporal,scell1_rb_count,True,kept,float64,38.349514563106794,158
lstm_temporal,best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
lstm_temporal,serving_minus_best_neighbor_rsrp,False,constant or single-value feature,float64,0.0,0
lstm_temporal,ml_log1p_handover_execution_count_prev5s,False,constant or single-value feature,float64,100.0,1
lstm_temporal,ml_log1p_handover_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
lstm_temporal,ml_log1p_rach_failure_count_prev10s,False,constant or single-value feature,float64,100.0,1
lstm_temporal,ml_log1p_ca_activation_change_count_prev10s,False,constant or single-value feature,float64,100.0,1
