id,id_imsi,id_session_time,id_route_test_label,id_location_label,id_test_type,id_log_time
542020041221088+20250825145826+Fiji-Nadi-MO-D!20250825132543,542020041221088,2025-08-25 14:58:26,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:25:43
542020041221088+20250825150408+Fiji-Nadi-MO-D!20250825132748,542020041221088,2025-08-25 15:04:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:27:48
542020041221088+20250825152338+Fiji-Nadi-MO-D!20250825132951,542020041221088,2025-08-25 15:23:38,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:29:51
542020041221088+20250825152359+Fiji-Nadi-MO-D!20250825133147,542020041221088,2025-08-25 15:23:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:31:47
542020041221088+20250825152419+Fiji-Nadi-MO-D!20250825133349,542020041221088,2025-08-25 15:24:19,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:33:49
542020041221088+20250825152439+Fiji-Nadi-MO-D!20250825133556,542020041221088,2025-08-25 15:24:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:35:56
542020041221088+20250825152459+Fiji-Nadi-MO-D!20250825133801,542020041221088,2025-08-25 15:24:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:38:01
542020041221088+20250825152519+Fiji-Nadi-MO-D!20250825134008,542020041221088,2025-08-25 15:25:19,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:40:08
542020041221088+20250825152539+Fiji-Nadi-MO-D!20250825134211,542020041221088,2025-08-25 15:25:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:42:11
542020041221088+20250825152559+Fiji-Nadi-MO-D!20250825134408,542020041221088,2025-08-25 15:25:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:44:08
542020041221088+20250825152619+Fiji-Nadi-MO-D!20250825134607,542020041221088,2025-08-25 15:26:19,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:46:07
542020041221088+20250825152659+Fiji-Nadi-MO-D!20250825134758,542020041221088,2025-08-25 15:26:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:47:58
542020041221088+20250825152739+Fiji-Nadi-MO-D!20250825134958,542020041221088,2025-08-25 15:27:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:49:58
542020041221088+20250825152820+Fiji-Nadi-MO-D!20250825135204,542020041221088,2025-08-25 15:28:20,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:52:04
542020041221088+20250825152900+Fiji-Nadi-MO-D!20250825135404,542020041221088,2025-08-25 15:29:00,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:54:04
542020041221088+20250825152940+Fiji-Nadi-MO-D!20250825135608,542020041221088,2025-08-25 15:29:40,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:56:08
542020041221088+20250825153020+Fiji-Nadi-MO-D!20250825135812,542020041221088,2025-08-25 15:30:20,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 13:58:12
542020041221088+20250825153502+Fiji-Nadi-MO-D!20250825140014,542020041221088,2025-08-25 15:35:02,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:00:14
542020041221088+20250825153742+Fiji-Nadi-MO-D!20250825140220,542020041221088,2025-08-25 15:37:42,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:02:20
542020041221088+20250825153823+Fiji-Nadi-MO-D!20250825140423,542020041221088,2025-08-25 15:38:23,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:04:23
542020041221088+20250825153915+Fiji-Nadi-MO-D!20250825140628,542020041221088,2025-08-25 15:39:15,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:06:28
542020041221088+20250825154103+Fiji-Nadi-MO-D!20250825140833,542020041221088,2025-08-25 15:41:03,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:08:33
542020041221088+20250825154444+Fiji-Nadi-MO-D!20250825141037,542020041221088,2025-08-25 15:44:44,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:10:37
542020041221088+20250825154504+Fiji-Nadi-MO-D!20250825141235,542020041221088,2025-08-25 15:45:04,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:12:35
542020041221088+20250825154705+Fiji-Nadi-MO-D!20250825141437,542020041221088,2025-08-25 15:47:05,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:14:37
542020041221088+20250825155427+Fiji-Nadi-MO-D!20250825141642,542020041221088,2025-08-25 15:54:27,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:16:42
542020041221088+20250825155447+Fiji-Nadi-MO-D!20250825141851,542020041221088,2025-08-25 15:54:47,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:18:51
542020041221088+20250825155507+Fiji-Nadi-MO-D!20250825142057,542020041221088,2025-08-25 15:55:07,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:20:57
542020041221088+20250825155527+Fiji-Nadi-MO-D!20250825142302,542020041221088,2025-08-25 15:55:27,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:23:02
542020041221088+20250825155547+Fiji-Nadi-MO-D!20250825142507,542020041221088,2025-08-25 15:55:47,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:25:07
542020041221088+20250825155727+Fiji-Nadi-MO-D!20250825142712,542020041221088,2025-08-25 15:57:27,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:27:12
542020041221088+20250825155748+Fiji-Nadi-MO-D!20250825142917,542020041221088,2025-08-25 15:57:48,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:29:17
542020041221088+20250825155808+Fiji-Nadi-MO-D!20250825143127,542020041221088,2025-08-25 15:58:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:31:27
542020041221088+20250825155828+Fiji-Nadi-MO-D!20250825143331,542020041221088,2025-08-25 15:58:28,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:33:31
542020041221088+20250825155948+Fiji-Nadi-MO-D!20250825143532,542020041221088,2025-08-25 15:59:48,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:35:32
542020041221088+20250825160530+Fiji-Nadi-MO-D!20250825143740,542020041221088,2025-08-25 16:05:30,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:37:40
542020041221088+20250825162414+Fiji-Nadi-MO-D!20250825143951,542020041221088,2025-08-25 16:24:14,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:39:51
542020041221088+20250825162534+Fiji-Nadi-MO-D!20250825144202,542020041221088,2025-08-25 16:25:34,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:42:02
542020041221088+20250825162554+Fiji-Nadi-MO-D!20250825144409,542020041221088,2025-08-25 16:25:54,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:44:09
542020041221088+20250825162614+Fiji-Nadi-MO-D!20250825144618,542020041221088,2025-08-25 16:26:14,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:46:18
542020041221088+20250825162634+Fiji-Nadi-MO-D!20250825144823,542020041221088,2025-08-25 16:26:34,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:48:23
542020041221088+20250825162654+Fiji-Nadi-MO-D!20250825145025,542020041221088,2025-08-25 16:26:54,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:50:25
542020041221088+20250825162714+Fiji-Nadi-MO-D!20250825145235,542020041221088,2025-08-25 16:27:14,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:52:35
542020041221088+20250825162735+Fiji-Nadi-MO-D!20250825145435,542020041221088,2025-08-25 16:27:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:54:35
542020041221088+20250825162755+Fiji-Nadi-MO-D!20250825145641,542020041221088,2025-08-25 16:27:55,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:56:41
542020041221088+20250825162815+Fiji-Nadi-MO-D!20250825145840,542020041221088,2025-08-25 16:28:15,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 14:58:40
542020041221088+20250825162835+Fiji-Nadi-MO-D!20250825150042,542020041221088,2025-08-25 16:28:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:00:42
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150248,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:02:48
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150458,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:04:58
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150700,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:07:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150908,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:09:08
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151116,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:11:16
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151323,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:13:23
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151526,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:15:26
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151732,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:17:32
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151936,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:19:36
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825152146,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:21:46
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825152236,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:22:36
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153252,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:32:52
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153457,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:34:57
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153703,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:37:03
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153905,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:39:05
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154102,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:41:02
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154302,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:43:02
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154507,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:45:07
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154711,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:47:11
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154914,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:49:14
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155119,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:51:19
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155323,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:53:23
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155530,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:55:30
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155728,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:57:28
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155924,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 15:59:24
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160121,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:01:21
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160327,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:03:27
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160531,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:05:31
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160735,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:07:35
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160939,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:09:39
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161144,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:11:44
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161349,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:13:49
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161553,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:15:53
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161758,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:17:58
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162002,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:20:02
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162209,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:22:09
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162419,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:24:19
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162501,542020041221088,2025-08-25 16:28:49,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:25:01
542020041221088+20250825165336+Fiji-Nadi-MO-D!20250825165217,542020041221088,2025-08-25 16:53:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:52:17
542020041221088+20250825165456+Fiji-Nadi-MO-D!20250825165422,542020041221088,2025-08-25 16:54:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:54:22
542020041221088+20250825165816+Fiji-Nadi-MO-D!20250825165620,542020041221088,2025-08-25 16:58:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:56:20
542020041221088+20250825170837+Fiji-Nadi-MO-D!20250825165818,542020041221088,2025-08-25 17:08:37,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 16:58:18
542020041221088+20250825171938+Fiji-Nadi-MO-D!20250825170022,542020041221088,2025-08-25 17:19:38,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:00:22
542020041221088+20250825171958+Fiji-Nadi-MO-D!20250825170226,542020041221088,2025-08-25 17:19:58,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:02:26
542020041221088+20250825172019+Fiji-Nadi-MO-D!20250825170431,542020041221088,2025-08-25 17:20:19,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:04:31
542020041221088+20250825172039+Fiji-Nadi-MO-D!20250825170633,542020041221088,2025-08-25 17:20:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:06:33
542020041221088+20250825172059+Fiji-Nadi-MO-D!20250825170837,542020041221088,2025-08-25 17:20:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:08:37
542020041221088+20250825172119+Fiji-Nadi-MO-D!20250825171041,542020041221088,2025-08-25 17:21:19,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:10:41
542020041221088+20250825172139+Fiji-Nadi-MO-D!20250825171248,542020041221088,2025-08-25 17:21:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:12:48
542020041221088+20250825172159+Fiji-Nadi-MO-D!20250825171449,542020041221088,2025-08-25 17:21:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:14:49
542020041221088+20250825172219+Fiji-Nadi-MO-D!20250825171653,542020041221088,2025-08-25 17:22:19,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:16:53
542020041221088+20250825172239+Fiji-Nadi-MO-D!20250825171855,542020041221088,2025-08-25 17:22:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:18:55
542020041221088+20250825172259+Fiji-Nadi-MO-D!20250825171910,542020041221088,2025-08-25 17:22:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-25 17:19:10
542020041221088+20250826095237+Fiji-Nadi-MO-D!20250826095203,542020041221088,2025-08-26 09:52:37,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 09:52:03
542020041221088+20250826095657+Fiji-Nadi-MO-D!20250826095518,542020041221088,2025-08-26 09:56:57,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 09:55:18
542020041221088+20250826100537+Fiji-Nadi-MO-D!20250826095725,542020041221088,2025-08-26 10:05:37,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 09:57:25
542020041221088+20250826101158+Fiji-Nadi-MO-D!20250826095926,542020041221088,2025-08-26 10:11:58,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 09:59:26
542020041221088+20250826101359+Fiji-Nadi-MO-D!20250826100131,542020041221088,2025-08-26 10:13:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:01:31
542020041221088+20250826103243+Fiji-Nadi-MO-D!20250826100336,542020041221088,2025-08-26 10:32:43,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:03:36
542020041221088+20250826103644+Fiji-Nadi-MO-D!20250826100542,542020041221088,2025-08-26 10:36:44,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:05:42
542020041221088+20250826103704+Fiji-Nadi-MO-D!20250826100746,542020041221088,2025-08-26 10:37:04,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:07:46
542020041221088+20250826111634+Fiji-Nadi-MO-D!20250826100949,542020041221088,2025-08-26 11:16:34,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:09:49
542020041221088+20250826112034+Fiji-Nadi-MO-D!20250826101154,542020041221088,2025-08-26 11:20:34,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:11:54
542020041221088+20250826112435+Fiji-Nadi-MO-D!20250826101401,542020041221088,2025-08-26 11:24:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:14:01
542020041221088+20250826112936+Fiji-Nadi-MO-D!20250826101605,542020041221088,2025-08-26 11:29:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:16:05
542020041221088+20250826113056+Fiji-Nadi-MO-D!20250826101811,542020041221088,2025-08-26 11:30:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:18:11
