id,timestamp,id_route_test_label,id_test_type,Activity.DNS Resolution Time,Activity.Remote Address,Activity.Remote IPs,Activity.Source Ports,Activity.Sub Activity,Activity.TTFB,Activity.Error,Activity.Band,Activity.LCI,Activity.ARFCN,Activity.Private IP,Activity.Activity,Activity.Connection Reset,Activity.Duplicated ACK,Activity.Duration,Activity.End TimeStamp,Activity.Fast Retransmission,Activity.Out of Order,Activity.Packet Loss Rate,Activity.Power,Activity.Public IP,Activity.Quality,Activity.SINR,Activity.Size,Activity.Spurious Retransmission,Activity.Start TimeStamp,Activity.Status,Activity.TCP Window Update,Activity.Tech,Activity.Throughput,Activity.Throughput WIFI,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250825133141+Fiji-Nadi-MO-D!20250825123814,2025-08-25 02:38:03+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,65.0,386.8196247148616,10.59.222.50,MO Call,-5.76257593798723e-10,2.0817841514839586e-10,105958.44607303043,2025-08-25T02:38:03.524000+02:00,-7.015256631562674e-10,-4.710640229690103e-10,8.171881802566123e-11,-80.70282982689119,No Network Available,-1.6934363309833664,4.146610888471521,-3387.3639713586253,9.9940766502137e-10,2025-08-25T02:36:19.320000+02:00,Success,7.766131449393707e-10,HSPA+,174.6460917511475,-16.696705239721403,2025-08-25 02:36:19.320000+02:00,2025-08-25 02:38:03.524000+02:00
542020041221088+20250825134203+Fiji-Nadi-MO-D!20250825124019,2025-08-25 02:40:08+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,340.0,2773.437532300788,10.39.62.148,MO Call,3.544784521060949e-10,-3.841271131414673e-10,104319.65881011133,2025-08-25T02:40:08.748000+02:00,-4.374208571262251e-10,3.381646859954557e-10,-1.1552667536585926e-10,-69.40289058509195,45.117.247.228,-6.763195899559514,16.184308257103194,-445.1190239680898,-1.6445583753504242e-09,2025-08-25T02:38:23.542000+02:00,Success,-3.6667992818936344e-10,HSPA+,117.48999010247493,7.536424033508717,2025-08-25 02:38:23.542000+02:00,2025-08-25 02:40:08.748000+02:00
542020041221088+20250825134223+Fiji-Nadi-MO-D!20250825124219,2025-08-25 02:42:08+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,324.0,3387.721453082695,10.59.234.65,MO Call,7.001084268526304e-10,-3.197656407175463e-10,99666.84184660224,2025-08-25T02:42:08.941000+02:00,-9.204856192997855e-10,-8.77447144171635e-10,4.437575183619894e-10,-73.76478462075919,82.132.212.138,-10.679035643623644,8.688620135573938,2236.542302102497,3.385093885702664e-10,2025-08-25T02:40:28.788000+02:00,Success,-6.972299481800611e-10,HSPA+,213.9811262817353,-31.35945281655673,2025-08-25 02:40:28.788000+02:00,2025-08-25 02:42:08.941000+02:00
542020041221088+20250825134304+Fiji-Nadi-MO-D!20250825124418,2025-08-25 02:44:07+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,116.0,3231.8117048375284,10.29.72.33,MO Call,-2.0341000405685916e-09,-5.708106915436633e-10,96626.77148701393,2025-08-25T02:44:07.082000+02:00,1.5523195118444632e-09,-6.006579043813596e-10,-8.543565984024987e-10,-75.8044969703628,102.59.22.228,-6.591075668886807,13.676898846484258,4047.547614018492,1.5370648027568227e-09,2025-08-25T02:42:29.907000+02:00,Success,1.2917220370109634e-09,HSPA+,248.11146337634676,19.06708557344358,2025-08-25 02:42:29.907000+02:00,2025-08-25 02:44:07.082000+02:00
542020041221088+20250825134424+Fiji-Nadi-MO-D!20250825124615,2025-08-25 02:46:03+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,97.0,2770.0077335629744,10.49.84.223,MO Call,1.3221672144477795e-09,5.4392896612737125e-11,96266.47537175914,2025-08-25T02:46:03.973000+02:00,-1.3001587943957616e-09,2.3360951288945006e-10,-4.899655085648097e-10,-75.7943803282158,No Network Available,-9.323219778197412,4.296253507369658,0.7574334442610962,-1.5020756844892827e-09,2025-08-25T02:44:27.828000+02:00,Success,1.199602798875816e-09,WCDMA,53.94590943538989,-40.02924075331022,2025-08-25 02:44:27.828000+02:00,2025-08-25 02:46:03.973000+02:00
542020041221088+20250825134444+Fiji-Nadi-MO-D!20250825124818,2025-08-25 02:48:07+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,89.0,2900.1218085569867,10.49.88.213,MO Call,-1.8003093888353134e-10,-1.737601423856141e-09,102818.83048637107,2025-08-25T02:48:07.143000+02:00,2.5110997223091645e-10,1.2974668087170008e-09,1.0555913662758935e-10,-75.97578402538812,82.132.233.250,-10.075827176280953,5.6754298326479455,949.2716792284156,-3.3132549434916336e-10,2025-08-25T02:46:24.010000+02:00,Success,-1.4136308035995573e-09,HSPA+,67.66347367391599,-90.24502095076791,2025-08-25 02:46:24.010000+02:00,2025-08-25 02:48:07.143000+02:00
542020041221088+20250825134524+Fiji-Nadi-MO-D!20250825125023,2025-08-25 02:50:12+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,222.0,2858.150136461558,10.39.89.46,MO Call,7.744094945013627e-10,8.148271425362382e-10,105889.64589292175,2025-08-25T02:50:12.656000+02:00,7.307477537989149e-10,1.3054515261675943e-10,4.799252174069406e-10,-79.19104990079035,217.53.250.137,-10.05362613331737,10.570905348902969,-1473.1241600259214,4.1299473910184135e-10,2025-08-25T02:48:27.503000+02:00,Success,-1.4672839344086374e-09,HSPA+,49.99416535762192,-10.18186383639,2025-08-25 02:48:27.503000+02:00,2025-08-25 02:50:12.656000+02:00
542020041221088+20250825134644+Fiji-Nadi-MO-D!20250825125226,2025-08-25 02:52:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,214.0,3144.9375719772415,10.49.97.61,MO Call,-2.127425128143467e-10,-4.1988334797269177e-10,103833.43334248853,2025-08-25T02:52:15.911000+02:00,1.759270894321346e-09,-8.799883920507476e-10,-3.602454012793282e-10,-78.2959472134978,102.59.190.21,-10.704154075415945,8.154353969114135,2892.772209817748,-4.996932018730139e-10,2025-08-25T02:50:32.756000+02:00,Success,-6.22020440131523e-10,HSPA+,60.96398065767177,-60.86078432599181,2025-08-25 02:50:32.756000+02:00,2025-08-25 02:52:15.911000+02:00
542020041221088+20250825134704+Fiji-Nadi-MO-D!20250825125431,2025-08-25 02:54:20+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,214.0,3229.416702805537,10.59.7.74,MO Call,-1.1775430885961442e-09,2.2332884733752555e-10,103966.32608615459,2025-08-25T02:54:20.172000+02:00,1.1423198862508599e-09,-1.8945658705793606e-09,-8.684876600078482e-10,-81.37183839855102,No Network Available,-11.651173086230493,7.936995180597586,1229.5421867643945,1.0102300232962426e-09,2025-08-25T02:52:36.036000+02:00,Success,-2.4743403162469114e-10,HSPA+,207.9429607415274,6.294188286602234,2025-08-25 02:52:36.036000+02:00,2025-08-25 02:54:20.172000+02:00
542020041221088+20250825134724+Fiji-Nadi-MO-D!20250825125635,2025-08-25 02:56:24+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,2.0,-43.16529709137821,10.49.107.78,MO Call,5.922130341821064e-10,-1.3848952457047536e-09,103709.19591791512,2025-08-25T02:56:24.617000+02:00,7.867468299017252e-10,-2.0875280856347486e-10,8.780462214494884e-10,-70.73846314747331,82.132.220.174,-5.450328782061405,5.000877196313106,3820.9074905087464,7.559500994912383e-10,2025-08-25T02:54:40.452000+02:00,Success,6.906944427959752e-10,HSPA+,-289.88004778148076,62.946291438289094,2025-08-25 02:54:40.452000+02:00,2025-08-25 02:56:24.617000+02:00
542020041221088+20250825134745+Fiji-Nadi-MO-D!20250825125840,2025-08-25 02:58:29+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,81.0,3071.980735722242,10.39.106.51,MO Call,4.5162405191772616e-10,-1.1001932989281763e-09,105662.71420694297,2025-08-25T02:58:29.644000+02:00,-7.135304355803835e-10,1.0773678690603946e-10,-7.94942175919183e-10,-78.70509745845938,82.132.213.136,-9.464694499405173,12.868810235828603,13639.337328551763,3.799949454713905e-11,2025-08-25T02:56:44.563000+02:00,Success,1.1819495797446595e-09,HSPA+,971.3495026648293,1218.2457366931048,2025-08-25 02:56:44.563000+02:00,2025-08-25 02:58:29.644000+02:00
542020041221088+20250825141210+Fiji-Nadi-MO-D!20250825130045,2025-08-25 03:00:34+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,510.0,2371.2273026634493,10.29.111.10,MO Call,-4.685856519727514e-10,-3.0613445578963344e-10,103955.22858446716,2025-08-25T03:00:34.101000+02:00,1.2302551496936654e-09,6.100448034984636e-10,-1.2881815247590477e-09,-70.92826210737199,82.132.222.102,-7.96216957301864,6.907823407997196,-1230.3370144000605,5.689733438730773e-10,2025-08-25T02:58:49.988000+02:00,Success,1.2367089766571081e-09,HSPA,209.34010515605144,20.515070671084324,2025-08-25 02:58:49.988000+02:00,2025-08-25 03:00:34.101000+02:00
542020041221088+20250825141230+Fiji-Nadi-MO-D!20250825130248,2025-08-25 03:02:37+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,16.0,3162.1640190557955,,MO Call,-5.487818511319004e-10,-6.439570617696447e-11,101903.4328939262,2025-08-25T03:02:37.415000+02:00,2.223305280453148e-09,6.061744762245797e-11,-3.401676703719852e-10,-79.4138858801911,No Network Available,-12.14771887020361,9.359794244087153,2168.8876201286557,-1.1025117453069392e-09,2025-08-25T03:00:54.335000+02:00,Success,2.0052817791820962e-09,HSPA+,-24.859662390586948,-38.27919552942943,2025-08-25 03:00:54.335000+02:00,2025-08-25 03:02:37.415000+02:00
542020041221088+20250825142052+Fiji-Nadi-MO-D!20250825130450,2025-08-25 03:04:39+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,20.0,3194.3979042846327,10.39.121.170,MO Call,4.715905228294047e-10,5.95537083244644e-11,100100.55204299107,2025-08-25T03:04:39.112000+02:00,4.095703077929386e-10,-4.434318824304959e-10,-5.900369011102519e-10,-80.00614152387612,82.132.238.43,-9.580220797083184,10.010855422525054,-4906.697252913132,4.3379293109122244e-10,2025-08-25T03:02:58.947000+02:00,Success,-1.5198318355643185e-09,WCDMA,129.57979211461327,25.74228645908531,2025-08-25 03:02:58.947000+02:00,2025-08-25 03:04:39.112000+02:00
542020041221088+20250825143236+Fiji-Nadi-MO-D!20250825130652,2025-08-25 03:06:41+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,20.0,3718.4241737053158,10.49.130.241,MO Call,-5.642167502419983e-10,-2.4273249701680726e-10,101689.28977641043,2025-08-25T03:06:41.543000+02:00,-2.0674478949509657e-11,1.5447486913358208e-09,7.90180321957314e-10,-58.22086715375382,156.160.92.189,-6.6500890289395995,15.258032728380888,-1572.6676329801526,4.221794257921295e-10,2025-08-25T03:04:59.398000+02:00,Success,4.386330704088736e-10,HSPA+,142.33539737507976,46.50552857813266,2025-08-25 03:04:59.398000+02:00,2025-08-25 03:06:41.543000+02:00
542020041221088+20250825143256+Fiji-Nadi-MO-D!20250825130855,2025-08-25 03:08:44+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,12.0,3121.7344702841688,10.39.131.135,MO Call,4.742864502552245e-10,-8.271793440741469e-10,103565.30180772573,2025-08-25T03:08:44.727000+02:00,-1.966224025473367e-10,2.9504867567433255e-10,-2.581850390704877e-10,-58.70866175341694,No Network Available,-7.69995759005163,14.903374809806689,-4512.637149098919,1.372568521551117e-09,2025-08-25T03:07:01.592000+02:00,Success,-8.832436756231364e-10,HSPA+,-64.45831169545772,-12.105277286863235,2025-08-25 03:07:01.592000+02:00,2025-08-25 03:08:44.727000+02:00
542020041221088+20250825143316+Fiji-Nadi-MO-D!20250825131106,2025-08-25 03:10:55+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,292.0,2908.8871733833507,10.29.137.223,MO Call,-8.917233579905902e-10,-3.4452395957208957e-10,110714.2348681414,2025-08-25T03:10:55.091000+02:00,-5.635773751015693e-10,7.920761752040134e-10,-3.8906950830781576e-10,-75.23729924998918,102.62.208.225,-12.014012262437607,7.778145486927081,-3951.39638859375,-1.7038093927518542e-09,2025-08-25T03:09:04.924000+02:00,Success,1.301807860217885e-09,HSPA+,326.87222934225514,-9.848138422247882,2025-08-25 03:09:04.924000+02:00,2025-08-25 03:10:55.091000+02:00
542020041221088+20250825143738+Fiji-Nadi-MO-D!20250825131311,2025-08-25 03:13:00+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,300.0,2746.3191075164027,10.59.56.9,MO Call,-1.1809385755889823e-10,1.3030943141499977e-09,105426.65501007985,2025-08-25T03:13:00.419000+02:00,-1.3615289480124376e-09,7.628212676256056e-10,-5.517144979233921e-10,-72.9300799326221,82.132.228.223,-11.99841148148164,9.793404007336727,-3264.9512776098654,6.828082960097314e-10,2025-08-25T03:11:15.242000+02:00,Success,1.359104654733298e-10,HSPA+,98.88453951906102,9.982382289734948,2025-08-25 03:11:15.242000+02:00,2025-08-25 03:13:00.419000+02:00
542020041221088+20250825144621+Fiji-Nadi-MO-D!20250825131517,2025-08-25 03:15:06+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,200.0,2849.9313357942847,10.59.60.175,MO Call,1.0089252349374845e-09,-1.5232013769294288e-11,105838.85371022682,2025-08-25T03:15:06.933000+02:00,3.335485059478157e-10,5.056293033730973e-10,1.212143827328532e-09,-77.80429419118519,82.132.236.54,-10.448975757573395,12.48215637662755,-1837.7310922983752,-5.713595104060115e-11,2025-08-25T03:13:20.742000+02:00,Success,3.599224857666852e-11,HSPA+,-108.46717192287423,61.35054466204165,2025-08-25 03:13:20.742000+02:00,2025-08-25 03:15:06.933000+02:00
542020041221088+20250825145224+Fiji-Nadi-MO-D!20250825131722,2025-08-25 03:17:11+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,123.0,3110.5086148942687,10.39.154.243,MO Call,-8.255593643114305e-10,-2.0843360575933658e-10,104408.41695614274,2025-08-25T03:17:11.349000+02:00,-5.074252489868798e-10,-1.7441324412437121e-09,-2.6330668469856315e-09,-66.75190797861244,No Network Available,-6.106710799441359,10.356936670568373,731.0302741576127,4.956723099560666e-10,2025-08-25T03:15:27.189000+02:00,Success,-1.570789109460708e-10,HSPA+,216.45762228740367,40.48889920138801,2025-08-25 03:15:27.189000+02:00,2025-08-25 03:17:11.349000+02:00
542020041221088+20250825145646+Fiji-Nadi-MO-D!20250825131926,2025-08-25 03:19:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,107.0,3161.4022439596674,10.39.159.254,MO Call,1.3957797058221058e-09,4.2549009538581286e-10,105931.54155744195,2025-08-25T03:19:15.666000+02:00,3.182526867665099e-10,-1.174975241066622e-09,-1.8013247862918844e-10,-76.54457810803247,217.53.250.137,-10.094770977867146,9.271815190747878,1512.2231144053937,3.242634465634072e-11,2025-08-25T03:17:31.535000+02:00,Success,1.3061981160141458e-09,HSPA+,25.690019085410057,21.847768195552952,2025-08-25 03:17:31.535000+02:00,2025-08-25 03:19:15.666000+02:00
542020041221088+20250825145726+Fiji-Nadi-MO-D!20250825132131,2025-08-25 03:21:20+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,308.0,3502.9247925876057,10.39.165.120,MO Call,-2.3713039863425494e-09,-1.3500859274387621e-09,105769.66696185418,2025-08-25T03:21:20.978000+02:00,1.6582299695429807e-09,-6.514718391175341e-10,1.4956240335868514e-09,-76.97255223907801,82.132.238.57,-8.420057328158881,5.11878621883069,42.24267197073124,-6.001296011463615e-10,2025-08-25T03:19:35.804000+02:00,Success,-1.4128477500196239e-09,HSPA+,-21.933371516073784,-6.54073876221417,2025-08-25 03:19:35.804000+02:00,2025-08-25 03:21:20.978000+02:00
542020041221088+20250825145746+Fiji-Nadi-MO-D!20250825132336,2025-08-25 03:23:25+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,113.0,2741.21937070468,10.59.81.11,MO Call,1.588895518800358e-09,-6.730150775709805e-10,104099.67022696696,2025-08-25T03:23:25.619000+02:00,-5.791356475379499e-10,-5.219133629555349e-10,-4.528571625539066e-10,-78.04021745006449,82.132.233.116,-10.583205546032938,4.602968473830622,-924.5682231351202,1.1491383142306787e-09,2025-08-25T03:21:41.387000+02:00,Success,-6.368714812638151e-10,HSPA+,135.9399279923938,-27.210538272471986,2025-08-25 03:21:41.387000+02:00,2025-08-25 03:23:25.619000+02:00
542020041221088+20250825145826+Fiji-Nadi-MO-D!20250825132543,2025-08-25 03:25:32+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,300.0,3136.2437480657713,10.59.86.28,MO Call,4.309128059643766e-10,2.196312569319853e-09,107781.92532087516,2025-08-25T03:25:32.870000+02:00,-1.5429943797302843e-09,-1.152925664803832e-09,-4.502191013569215e-10,-87.25491023333277,82.132.220.115,-11.889574215158355,7.380545171078844,2381.370002281291,-3.735083345352495e-09,2025-08-25T03:23:45.700000+02:00,Success,-8.71758312694602e-10,HSPA+,177.78039325733928,58.428060622606246,2025-08-25 03:23:45.700000+02:00,2025-08-25 03:25:32.870000+02:00
542020041221088+20250825150408+Fiji-Nadi-MO-D!20250825132748,2025-08-25 03:27:37+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,55.0,744.2838596180916,10.49.182.207,MO Call,-1.525971393822384e-10,2.859822184858289e-10,104744.96725560029,2025-08-25T03:27:37.127000+02:00,-1.627815584017405e-09,-4.168049225726886e-10,-8.402663204205888e-11,-88.77976067628148,No Network Available,-1.9725140668573906,4.140218201778538,118.9201580216594,4.1749183868408706e-10,2025-08-25T03:25:52.976000+02:00,Success,-1.5894089353907052e-09,HSPA+,5.745307011269507,91.7110838204759,2025-08-25 03:25:52.976000+02:00,2025-08-25 03:27:37.127000+02:00
542020041221088+20250825152338+Fiji-Nadi-MO-D!20250825132951,2025-08-25 03:29:40+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,6.0,-132.22515592687077,10.49.189.23,MO Call,-5.683722961707109e-11,8.082596102103109e-10,102951.48081853366,2025-08-25T03:29:40.331000+02:00,-8.13524128141912e-10,-5.111502606275734e-10,-1.0186060588598114e-09,-86.91448118435738,No Network Available,-0.712339471639622,5.642970016700966,1855.8054875473376,6.32726202925406e-11,2025-08-25T03:27:57.168000+02:00,Success,-3.498775750859454e-10,HSPA+,453.25759350701054,10.06029478493053,2025-08-25 03:27:57.168000+02:00,2025-08-25 03:29:40.331000+02:00
542020041221088+20250825152359+Fiji-Nadi-MO-D!20250825133147,2025-08-25 03:31:36+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,136.0,3286.686373897337,10.49.193.122,MO Call,-5.256106478094009e-10,-2.312486421927275e-09,96445.43790157944,2025-08-25T03:31:36.290000+02:00,1.1527017552962045e-09,1.6631249584830445e-09,-3.8196195432587403e-10,-85.95622635125956,105.204.156.146,-8.13888868225282,7.982351369779106,3157.645072899577,1.2470434673828144e-09,2025-08-25T03:30:00.097000+02:00,Success,4.2033257495337475e-10,HSPA+,374.53875541536746,75.0338602966072,2025-08-25 03:30:00.097000+02:00,2025-08-25 03:31:36.290000+02:00
542020041221088+20250825152419+Fiji-Nadi-MO-D!20250825133349,2025-08-25 03:33:38+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,268.0,3377.936097635091,10.49.197.240,MO Call,-9.22753229495501e-11,-1.927077169441005e-09,102257.73968936622,2025-08-25T03:33:38.975000+02:00,-8.111563125375157e-10,5.646146221682702e-10,4.4948541784342556e-10,-72.6108824858932,82.132.198.181,-8.425861380758844,9.88904878710312,2410.0379650685445,1.2461373417893316e-09,2025-08-25T03:31:56.839000+02:00,Success,5.474423581131371e-10,HSPA+,157.79369945010183,-75.95700425788434,2025-08-25 03:31:56.839000+02:00,2025-08-25 03:33:38.975000+02:00
